0.71,przedstawiający się
0.71,lokalny
0.71,zabić się
0.71,polegać
0.71,węgiel
0.71,niebawem
0.70,wynikać
0.67,jednak
0.66,maić
0.65,ten
0.63,to
0.63,mediacja
0.63,określić
0.63,zawiesić
0.63,prawo
0.63,nazwisko
0.63,podobny
0.63,niż
0.63,budynek
0.63,nocleg
0.63,głodować
0.63,określić się
0.63,skoczek
0.63,konstrukcja
0.63,wykładowca
0.63,wiele
0.63,promocja
0.63,przyjechać
0.63,skoczkowy
0.63,podwyższony
0.63,opalać
0.63,bywać
0.63,grudzień
0.63,tam
0.63,pozwalać
0.63,województwo
0.63,ulica
0.63,tama
0.63,zamach
0.63,opalać się
0.63,własny
0.63,konieczny
0.63,prawie
0.63,gazowy
0.63,miesiąc
0.63,komitet
0.63,nizać
0.63,gdy
0.63,więcej
0.61,się
0.61,dziecko
0.59,ta
0.58,podwyżka
0.57,ale
0.55,opiekujący się
0.55,znaleźć
0.55,sztuka
0.55,pokazujący się
0.55,wprowadzać się
0.55,mieszkalny
0.55,sobota
0.55,siedem
0.55,wykonawczy
0.55,grono
0.55,kuchenka
0.55,sprawdzić się
0.55,popełnić
0.55,spalić
0.55,podkreślać
0.55,radio
0.55,metalowy
0.55,głodowy
0.55,przewodnicząca
0.55,ustalenie
0.55,wraz
0.55,przewodniczący
0.55,pokazujący
0.55,amerykański
0.55,wahadło
0.55,zaapelować
0.55,wybór
0.55,spalić się
0.55,potrzebny
0.55,sprawdzić
0.55,przywiązać się
0.55,ustalenie się
0.55,swe
0.55,znaleźć się
0.55,antybiotyk
0.55,ustalenia
0.55,przywiązać
0.55,mord
0.55,uroczystość
0.55,wprowadzać
0.55,rzeczywisty
0.55,zwierzak
0.55,naprzód
0.54,przez
0.47,skala
0.47,ciężki
0.47,samobójstwo
0.47,rozpocząć
0.47,pogodny
0.47,albo
0.47,faworyta
0.47,nieadekwatny
0.47,zainkasować
0.47,poduszka
0.47,starość
0.47,naukowiec
0.47,osuszenie
0.47,wrócić się
0.47,ilość
0.47,klinik
0.47,makabryczny
0.47,solidaryzować się
0.47,rana
0.47,uczestnik
0.47,członek
0.47,spór
0.47,rozpocząć się
0.47,niedługo
0.47,spora
0.47,wrócić
0.47,zawieszenie
0.47,natychmiast
0.47,wywiązywać się
0.47,dzięki
0.47,alba
0.47,rano
0.47,faworyt
0.47,beza
0.47,osuszenie się
0.47,galeria
0.47,eksperyment
0.47,najbardziej
0.47,spędzić
0.47,zdecydować
0.47,bez
0.47,zawodnik
0.47,zdecydować się
0.47,drugi
0.47,musieć
0.47,warunek
0.44,może
0.41,ma
0.40,rząd
0.39,szacować
0.39,renomowany
0.39,but
0.39,głodówka
0.39,przekazany
0.39,bieg
0.39,zburzony
0.39,ponieważ
0.39,zagrozić
0.39,zespół
0.39,kasa
0.39,łączeń
0.39,odpowiedzieć
0.39,umyć
0.39,sześć
0.39,około
0.39,połów
0.39,wymienić
0.39,dotyczący
0.39,wszczęcie
0.39,zalany
0.39,zastrzyk
0.39,młotek
0.39,zapłacić
0.39,buty
0.39,buta
0.39,wszczęcie się
0.39,umycie się
0.39,łącznie
0.39,nim
0.39,oprócz
0.39,tymczasem
0.39,nachylony
0.39,podjąć
0.39,połowa
0.39,papież
0.39,dokonać
0.39,dokonać się
0.39,pani
0.39,umyć się
0.39,bowiem
0.39,wymienić się
0.39,okupacyjny
0.39,zagranica
0.39,organizacja
0.39,jaki
0.39,spartański
0.39,niektóry
0.39,podjąć się
0.39,umycie
0.38,film
0.38,rozmowa
0.37,lata
0.36,móc
0.36,lato
0.35,środki
0.35,bycie
0.34,prezydent
0.32,taki
0.32,o
0.32,resort
0.32,wiek
0.32,czteroletni
0.32,odzież
0.32,zakończyć się
0.32,gotowość
0.32,domówić
0.32,ogłosić
0.32,zakończyć
0.32,wyemitować
0.32,sprzedać się
0.32,domówić się
0.32,specjalny
0.32,dać
0.32,ogłosić się
0.32,październik
0.32,wystosować
0.32,wieko
0.32,ostrzegawczy
0.32,trwały
0.32,królewski
0.32,trwała
0.32,grozić
0.32,sprzedać
0.32,dać się
0.32,regionalny
0.32,ściana
0.32,pięta
0.30,środek
0.30,praca
0.27,łóżko
0.27,oraz
0.24,partia
0.24,mieszkać
0.24,drobny
0.24,zmarły
0.24,pytanie się
0.24,nazwać się
0.24,nazwać
0.24,wtedy
0.24,strażnica
0.24,filia
0.24,badany
0.24,strażnik
0.24,tytuł
0.24,średnia
0.24,modlić się
0.24,średni
0.24,dotychczasowy
0.24,artykuł
0.24,nazwa
0.24,koszt
0.24,siekiera
0.24,domagać się
0.24,pilnować się
0.24,głosowanie
0.24,austriacki
0.24,lek
0.24,pytanie
0.24,kino
0.24,strajkujący
0.24,wsparcie się
0.24,wścieklizna
0.24,synek
0.24,najczęściej
0.24,rosyjski
0.24,pilnować
0.24,wicepremier
0.24,zemrzeć
0.24,wsparcie
0.24,medyczny
0.24,wózek
0.24,inwalidzki
0.24,duży
0.24,wczoraj
0.24,strajkowy
0.24,zajęty
0.23,rok
0.22,czas
0.22,premier
0.22,premiera
0.19,porozumienie się
0.19,porozumienie
0.18,jej
0.18,były
0.16,samorządowy
0.16,większość
0.16,telewizja
0.16,sprowadzany
0.16,wykształcenie
0.16,wykształcenie się
0.16,elektrycznie
0.16,szansa
0.16,zarobek
0.16,czystość
0.16,minuta
0.16,lekkoatleta
0.16,dostać się
0.16,niezbędny
0.16,wynik
0.16,środowy
0.16,sama
0.16,staruszek
0.16,różnić
0.16,dostać
0.16,dotarcie
0.16,używać
0.16,staruszka
0.16,najdramatyczniej
0.16,prowadzony
0.16,zgłosić się
0.16,łączny
0.16,blokada
0.16,oburzony
0.16,wszyscy
0.16,zarząd
0.16,zgłosić
0.16,reprezentować
0.16,różnić się
0.16,okupacja
0.16,potwierdzić
0.16,dotarcie się
0.16,samorząd
0.16,zatrzymany
0.16,potwierdzić się
0.16,bar
0.16,pies
0.16,dożyć
0.12,wszystek
0.11,papa
0.10,przed
0.08,płaca
0.08,czternaście
0.08,lipiec
0.08,wchodzić
0.08,konferencja
0.08,nieformalny
0.08,powiatowy
0.08,rozebrać
0.08,rozbieżny
0.08,uznanie się
0.08,wpływ
0.08,ton
0.08,zachowywać
0.08,poła
0.08,wałęsać się
0.08,pracownik
0.08,odwiedzający się
0.08,prośba
0.08,towarzyszyć
0.08,zachowywać się
0.08,śledztwo
0.08,podkreślić
0.08,pół
0.08,nocny
0.08,pałac
0.08,iść
0.08,uderzać
0.08,uderzać się
0.08,miąć się
0.08,podpisanie
0.08,funt
0.08,miąć
0.08,rozebrać się
0.08,miejscowy
0.08,okupywać
0.08,siedziba
0.08,okupować
0.08,ograniczyć się
0.08,odwiedzający
0.08,pokój
0.08,ja
0.08,podnoszony
0.08,tłumaczyć
0.08,internowanie
0.08,służyć
0.08,przebywający
0.08,wliczony
0.08,tona
0.08,państwowy
0.08,tłumaczyć się
0.08,turysta
0.08,ośrodek
0.08,odbywać się
0.08,wyższy
0.08,znacznie
0.08,podległy
0.08,okupywać się
0.08,uznanie
0.08,ograniczyć
0.08,rządowy
0.08,odbywać
0.08,podpisanie się
0.08,szczegół
0.08,wartość
0.08,szwajcarski
0.08,choroba
0.07,podczas
0.07,zostać
0.05,polski
